run	channel	sample	time	fluorescence	category
Run A	FAM	positive_control	49	4833	positive_control
Run A	FAM	positive_control	50	4832	positive_control
Run A	FAM	positive_control	51	4832	positive_control
Run A	FAM	positive_control	52	4832	positive_control
Run A	FAM	positive_control	53	4832	positive_control
Run A	FAM	positive_control	54	4832	positive_control
Run A	FAM	positive_control	55	4832	positive_control
Run A	FAM	positive_control	56	4832	positive_control
Run A	FAM	positive_control	57	4833	positive_control
Run A	FAM	positive_control	58	4833	positive_control
Run A	FAM	positive_control	59	4833	positive_control
Run A	FAM	positive_control	60	4833	positive_control
Run A	FAM	positive_control	61	4833	positive_control
Run A	FAM	positive_control	62	4833	positive_control
Run A	FAM	positive_control	63	4832	positive_control
Run A	FAM	positive_control	64	4833	positive_control
Run A	FAM	positive_control	65	4833	positive_control
Run A	FAM	positive_control	66	4833	positive_control
Run A	FAM	positive_control	67	4833	positive_control
Run A	FAM	positive_control	68	4833	positive_control
Run A	FAM	positive_control	69	4833	positive_control
Run A	FAM	positive_control	70	4833	positive_control
Run A	FAM	positive_control	71	4833	positive_control
Run A	FAM	positive_control	72	4833	positive_control
Run A	FAM	positive_control	73	4833	positive_control
Run A	FAM	positive_control	74	4832	positive_control
Run A	FAM	positive_control	75	4832	positive_control
Run A	FAM	positive_control	76	4833	positive_control
Run A	FAM	positive_control	77	4833	positive_control
Run A	FAM	positive_control	78	4832	positive_control
Run A	FAM	positive_control	79	4832	positive_control
Run A	FAM	positive_control	80	4833	positive_control
Run A	FAM	positive_control	81	4832	positive_control
Run A	FAM	positive_control	82	4832	positive_control
Run A	FAM	positive_control	83	4833	positive_control
Run A	FAM	positive_control	84	4832	positive_control
Run A	FAM	positive_control	85	4833	positive_control
Run A	FAM	positive_control	86	4833	positive_control
Run A	FAM	positive_control	87	4832	positive_control
Run A	FAM	positive_control	88	4832	positive_control
Run A	FAM	positive_control	89	4832	positive_control
Run A	FAM	positive_control	90	4833	positive_control
Run A	FAM	positive_control	91	4833	positive_control
Run A	FAM	positive_control	92	4833	positive_control
Run A	FAM	positive_control	93	4833	positive_control
Run A	FAM	positive_control	94	4833	positive_control
Run A	FAM	positive_control	95	4833	positive_control
Run A	FAM	positive_control	96	4832	positive_control
Run A	FAM	positive_control	97	4833	positive_control
Run A	FAM	positive_control	98	4833	positive_control
Run A	FAM	positive_control	99	4832	positive_control
Run A	FAM	positive_control	100	4833	positive_control
Run A	FAM	positive_control	101	4833	positive_control
Run A	FAM	positive_control	102	4833	positive_control
Run A	FAM	positive_control	103	4832	positive_control
Run A	FAM	positive_control	104	4832	positive_control
Run A	FAM	positive_control	105	4832	positive_control
Run A	FAM	positive_control	106	4833	positive_control
Run A	FAM	positive_control	107	4833	positive_control
Run A	FAM	positive_control	108	4832	positive_control
Run A	FAM	positive_control	109	4832	positive_control
Run A	FAM	positive_control	110	4832	positive_control
Run A	FAM	positive_control	111	4832	positive_control
Run A	FAM	positive_control	112	4832	positive_control
Run A	FAM	positive_control	113	4832	positive_control
Run A	FAM	positive_control	114	4832	positive_control
Run A	FAM	positive_control	115	4833	positive_control
Run A	FAM	positive_control	116	4833	positive_control
Run A	FAM	positive_control	117	4833	positive_control
Run A	FAM	positive_control	118	4833	positive_control
Run A	FAM	positive_control	119	4833	positive_control
Run A	FAM	positive_control	120	4833	positive_control
Run A	FAM	positive_control	121	4833	positive_control
Run A	FAM	positive_control	122	4832	positive_control
Run A	FAM	positive_control	123	4833	positive_control
Run A	FAM	positive_control	124	4833	positive_control
Run A	FAM	positive_control	125	4833	positive_control
Run A	FAM	positive_control	126	4833	positive_control
Run A	FAM	positive_control	127	4833	positive_control
Run A	FAM	positive_control	128	4832	positive_control
Run A	FAM	positive_control	129	4833	positive_control
Run A	FAM	positive_control	130	4833	positive_control
Run A	FAM	positive_control	131	4833	positive_control
Run A	FAM	positive_control	132	4833	positive_control
Run A	FAM	positive_control	133	4833	positive_control
Run A	FAM	positive_control	134	4833	positive_control
Run A	FAM	positive_control	135	4833	positive_control
Run A	FAM	positive_control	136	4832	positive_control
Run A	FAM	positive_control	137	4833	positive_control
Run A	FAM	positive_control	138	4833	positive_control
Run A	FAM	positive_control	139	4833	positive_control
Run A	FAM	positive_control	140	4832	positive_control
Run A	FAM	positive_control	141	4833	positive_control
Run A	FAM	positive_control	142	4832	positive_control
Run A	FAM	positive_control	143	4832	positive_control
Run A	FAM	positive_control	144	4833	positive_control
Run A	FAM	positive_control	145	4833	positive_control
Run A	FAM	positive_control	146	4833	positive_control
Run A	FAM	positive_control	147	4833	positive_control
Run A	FAM	positive_control	148	4832	positive_control
Run A	FAM	positive_control	149	4833	positive_control
Run A	FAM	positive_control	150	4833	positive_control
Run A	HEX	positive_control	1	587	positive_control
Run A	HEX	positive_control	2	614	positive_control
Run A	HEX	positive_control	3	670	positive_control
Run A	HEX	positive_control	4	762	positive_control
Run A	HEX	positive_control	5	888	positive_control
Run A	HEX	positive_control	6	1042	positive_control
Run A	HEX	positive_control	7	1223	positive_control
Run A	HEX	positive_control	8	1425	positive_control
Run A	HEX	positive_control	9	1644	positive_control
Run A	HEX	positive_control	10	1878	positive_control
Run A	HEX	positive_control	11	2119	positive_control
Run A	HEX	positive_control	12	2368	positive_control
Run A	HEX	positive_control	13	2617	positive_control
Run A	HEX	positive_control	14	2867	positive_control
Run A	HEX	positive_control	15	3111	positive_control
Run A	HEX	positive_control	16	3349	positive_control
Run A	HEX	positive_control	17	3579	positive_control
Run A	HEX	positive_control	18	3797	positive_control
Run A	HEX	positive_control	19	4004	positive_control
Run A	HEX	positive_control	20	4200	positive_control
Run A	HEX	positive_control	21	4381	positive_control
Run A	HEX	positive_control	22	4548	positive_control
Run A	HEX	positive_control	23	4702	positive_control
Run A	HEX	positive_control	24	4845	positive_control
Run A	HEX	positive_control	25	4859	positive_control
Run A	HEX	positive_control	26	4859	positive_control
Run A	HEX	positive_control	27	4859	positive_control
Run A	HEX	positive_control	28	4859	positive_control
Run A	HEX	positive_control	29	4860	positive_control
Run A	HEX	positive_control	30	4860	positive_control
Run A	HEX	positive_control	31	4860	positive_control
Run A	HEX	positive_control	32	4860	positive_control
Run A	HEX	positive_control	33	4860	positive_control
Run A	HEX	positive_control	34	4860	positive_control
Run A	HEX	positive_control	35	4860	positive_control
Run A	HEX	positive_control	36	4860	positive_control
Run A	HEX	positive_control	37	4859	positive_control
Run A	HEX	positive_control	38	4859	positive_control
Run A	HEX	positive_control	39	4860	positive_control
Run A	HEX	positive_control	40	4860	positive_control
Run A	HEX	positive_control	41	4859	positive_control
Run A	HEX	positive_control	42	4859	positive_control
Run A	HEX	positive_control	43	4860	positive_control
Run A	HEX	positive_control	44	4860	positive_control
Run A	HEX	positive_control	45	4859	positive_control
Run A	HEX	positive_control	46	4859	positive_control
Run A	HEX	positive_control	47	4859	positive_control
Run A	HEX	positive_control	48	4860	positive_control
Run A	HEX	positive_control	49	4860	positive_control
Run A	HEX	positive_control	50	4859	positive_control
Run A	HEX	positive_control	51	4860	positive_control
Run A	HEX	positive_control	52	4859	positive_control
Run A	HEX	positive_control	53	4860	positive_control
Run A	HEX	positive_control	54	4859	positive_control
Run A	HEX	positive_control	55	4860	positive_control
Run A	HEX	positive_control	56	4859	positive_control
Run A	HEX	positive_control	57	4859	positive_control
Run A	HEX	positive_control	58	4859	positive_control
Run A	HEX	positive_control	59	4860	positive_control
Run A	HEX	positive_control	60	4860	positive_control
Run A	HEX	positive_control	61	4859	positive_control
Run A	HEX	positive_control	62	4860	positive_control
Run A	HEX	positive_control	63	4859	positive_control
Run A	HEX	positive_control	64	4860	positive_control
Run A	HEX	positive_control	65	4859	positive_control
Run A	HEX	positive_control	66	4860	positive_control
Run A	HEX	positive_control	67	4860	positive_control
Run A	HEX	positive_control	68	4860	positive_control
Run A	HEX	positive_control	69	4860	positive_control
Run A	HEX	positive_control	70	4860	positive_control
Run A	HEX	positive_control	71	4860	positive_control
Run A	HEX	positive_control	72	4860	positive_control
Run A	HEX	positive_control	73	4860	positive_control
Run A	HEX	positive_control	74	4859	positive_control
Run A	HEX	positive_control	75	4860	positive_control
Run A	HEX	positive_control	76	4860	positive_control
Run A	HEX	positive_control	77	4860	positive_control
Run A	HEX	positive_control	78	4860	positive_control
Run A	HEX	positive_control	79	4859	positive_control
Run A	HEX	positive_control	80	4860	positive_control
Run A	HEX	positive_control	81	4860	positive_control
Run A	HEX	positive_control	82	4860	positive_control
Run A	HEX	positive_control	83	4860	positive_control
Run A	HEX	positive_control	84	4859	positive_control
Run A	HEX	positive_control	85	4859	positive_control
Run A	HEX	positive_control	86	4860	positive_control
Run A	HEX	positive_control	87	4859	positive_control
Run A	HEX	positive_control	88	4859	positive_control
Run A	HEX	positive_control	89	4859	positive_control
Run A	HEX	positive_control	90	4860	positive_control
Run A	HEX	positive_control	91	4860	positive_control
Run A	HEX	positive_control	92	4860	positive_control
Run A	HEX	positive_control	93	4860	positive_control
Run A	HEX	positive_control	94	4860	positive_control
Run A	HEX	positive_control	95	4860	positive_control
Run A	HEX	positive_control	96	4860	positive_control
Run A	HEX	positive_control	97	4859	positive_control
Run A	HEX	positive_control	98	4859	positive_control
Run A	HEX	positive_control	99	4859	positive_control
Run A	HEX	positive_control	100	4859	positive_control
Run A	HEX	positive_control	101	4860	positive_control
Run A	HEX	positive_control	102	4860	positive_control
Run A	HEX	positive_control	103	4860	positive_control
Run A	HEX	positive_control	104	4859	positive_control
Run A	HEX	positive_control	105	4860	positive_control
Run A	HEX	positive_control	106	4860	positive_control
Run A	HEX	positive_control	107	4860	positive_control
Run A	HEX	positive_control	108	4860	positive_control
Run A	HEX	positive_control	109	4860	positive_control
Run A	HEX	positive_control	110	4860	positive_control
Run A	HEX	positive_control	111	4860	positive_control
Run A	HEX	positive_control	112	4859	positive_control
Run A	HEX	positive_control	113	4859	positive_control
Run A	HEX	positive_control	114	4860	positive_control
Run A	HEX	positive_control	115	4860	positive_control
Run A	HEX	positive_control	116	4859	positive_control
Run A	HEX	positive_control	117	4860	positive_control
Run A	HEX	positive_control	118	4859	positive_control
Run A	HEX	positive_control	119	4860	positive_control
Run A	HEX	positive_control	120	4860	positive_control
Run A	HEX	positive_control	121	4859	positive_control
Run A	HEX	positive_control	122	4860	positive_control
Run A	HEX	positive_control	123	4860	positive_control
Run A	HEX	positive_control	124	4860	positive_control
Run A	HEX	positive_control	125	4860	positive_control
Run A	HEX	positive_control	126	4860	positive_control
Run A	HEX	positive_control	127	4860	positive_control
Run A	HEX	positive_control	128	4860	positive_control
Run A	HEX	positive_control	129	4860	positive_control
Run A	HEX	positive_control	130	4860	positive_control
Run A	HEX	positive_control	131	4859	positive_control
Run A	HEX	positive_control	132	4860	positive_control
Run A	HEX	positive_control	133	4859	positive_control
Run A	HEX	positive_control	134	4860	positive_control
Run A	HEX	positive_control	135	4860	positive_control
Run A	HEX	positive_control	136	4860	positive_control
Run A	HEX	positive_control	137	4860	positive_control
Run A	HEX	positive_control	138	4860	positive_control
Run A	HEX	positive_control	139	4859	positive_control
Run A	HEX	positive_control	140	4860	positive_control
Run A	HEX	positive_control	141	4860	positive_control
Run A	HEX	positive_control	142	4860	positive_control
Run A	HEX	positive_control	143	4860	positive_control
Run A	HEX	positive_control	144	4860	positive_control
Run A	HEX	positive_control	145	4860	positive_control
Run A	HEX	positive_control	146	4860	positive_control
Run A	HEX	positive_control	147	4860	positive_control
Run A	HEX	positive_control	148	4860	positive_control
Run A	HEX	positive_control	149	4859	positive_control
Run A	HEX	positive_control	150	4860	positive_control
Run A	FAM	NTC	1	448	NTC
Run A	FAM	NTC	2	442	NTC
Run A	FAM	NTC	3	438	NTC
Run A	FAM	NTC	4	436	NTC
Run A	FAM	NTC	5	435	NTC
Run A	FAM	NTC	6	434	NTC
Run A	FAM	NTC	7	432	NTC
Run A	FAM	NTC	8	432	NTC
Run A	FAM	NTC	9	431	NTC
Run A	FAM	NTC	10	430	NTC
Run A	FAM	NTC	11	430	NTC
Run A	FAM	NTC	12	429	NTC
Run A	FAM	NTC	13	429	NTC
Run A	FAM	NTC	14	429	NTC
Run A	FAM	NTC	15	428	NTC
Run A	FAM	NTC	16	428	NTC
Run A	FAM	NTC	17	428	NTC
Run A	FAM	NTC	18	428	NTC
Run A	FAM	NTC	19	428	NTC
Run A	FAM	NTC	20	427	NTC
Run A	FAM	NTC	21	427	NTC
Run A	FAM	NTC	22	427	NTC
Run A	FAM	NTC	23	427	NTC
Run A	FAM	NTC	24	427	NTC
Run A	FAM	NTC	25	427	NTC
Run A	FAM	NTC	26	427	NTC
Run A	FAM	NTC	27	427	NTC
Run A	FAM	NTC	28	427	NTC
Run A	FAM	NTC	29	427	NTC
Run A	FAM	NTC	30	427	NTC
Run A	FAM	NTC	31	428	NTC
Run A	FAM	NTC	32	428	NTC
Run A	FAM	NTC	33	428	NTC
Run A	FAM	NTC	34	428	NTC
Run A	FAM	NTC	35	428	NTC
Run A	FAM	NTC	36	428	NTC
Run A	FAM	NTC	37	428	NTC
Run A	FAM	NTC	38	428	NTC
Run A	FAM	NTC	39	429	NTC
Run A	FAM	NTC	40	429	NTC
Run A	FAM	NTC	41	429	NTC
Run A	FAM	NTC	42	429	NTC
Run A	FAM	NTC	43	430	NTC
Run A	FAM	NTC	44	430	NTC
Run A	FAM	NTC	45	430	NTC
Run A	FAM	NTC	46	430	NTC
Run A	FAM	NTC	47	430	NTC
Run A	FAM	NTC	48	431	NTC
Run A	FAM	NTC	49	431	NTC
Run A	FAM	NTC	50	431	NTC
Run A	FAM	NTC	51	432	NTC
Run A	FAM	NTC	52	432	NTC
Run A	FAM	NTC	53	432	NTC
Run A	FAM	NTC	54	432	NTC
Run A	FAM	NTC	55	433	NTC
Run A	FAM	NTC	56	433	NTC
Run A	FAM	NTC	57	433	NTC
Run A	FAM	NTC	58	433	NTC
Run A	FAM	NTC	59	434	NTC
Run A	FAM	NTC	60	434	NTC
Run A	FAM	NTC	61	434	NTC
Run A	FAM	NTC	62	435	NTC
Run A	FAM	NTC	63	435	NTC
Run A	FAM	NTC	64	436	NTC
Run A	FAM	NTC	65	436	NTC
Run A	FAM	NTC	66	436	NTC
Run A	FAM	NTC	67	437	NTC
Run A	FAM	NTC	68	437	NTC
Run A	FAM	NTC	69	437	NTC
Run A	FAM	NTC	70	438	NTC
Run A	FAM	NTC	71	438	NTC
Run A	FAM	NTC	72	438	NTC
Run A	FAM	NTC	73	439	NTC
Run A	FAM	NTC	74	439	NTC
Run A	FAM	NTC	75	439	NTC
Run A	FAM	NTC	76	440	NTC
Run A	FAM	NTC	77	440	NTC
Run A	FAM	NTC	78	441	NTC
Run A	FAM	NTC	79	441	NTC
Run A	FAM	NTC	80	441	NTC
Run A	FAM	NTC	81	442	NTC
Run A	FAM	NTC	82	442	NTC
Run A	FAM	NTC	83	442	NTC
Run A	FAM	NTC	84	443	NTC
Run A	FAM	NTC	85	443	NTC
Run A	FAM	NTC	86	444	NTC
Run A	FAM	NTC	87	444	NTC
Run A	FAM	NTC	88	444	NTC
Run A	FAM	NTC	89	445	NTC
Run A	FAM	NTC	90	445	NTC
Run A	FAM	NTC	91	446	NTC
Run A	FAM	NTC	92	446	NTC
Run A	FAM	NTC	93	446	NTC
Run A	FAM	NTC	94	447	NTC
Run A	FAM	NTC	95	447	NTC
Run A	FAM	NTC	96	448	NTC
Run A	FAM	NTC	97	448	NTC
Run A	FAM	NTC	98	448	NTC
Run A	FAM	NTC	99	449	NTC
Run A	FAM	NTC	100	449	NTC
Run A	FAM	NTC	101	450	NTC
Run A	FAM	NTC	102	450	NTC
Run A	FAM	NTC	103	451	NTC
Run A	FAM	NTC	104	451	NTC
Run A	FAM	NTC	105	452	NTC
Run A	FAM	NTC	106	452	NTC
Run A	FAM	NTC	107	452	NTC
Run A	FAM	NTC	108	453	NTC
Run A	FAM	NTC	109	453	NTC
Run A	FAM	NTC	110	454	NTC
Run A	FAM	NTC	111	454	NTC
Run A	FAM	NTC	112	455	NTC
Run A	FAM	NTC	113	455	NTC
Run A	FAM	NTC	114	455	NTC
Run A	FAM	NTC	115	456	NTC
Run A	FAM	NTC	116	456	NTC
Run A	FAM	NTC	117	457	NTC
Run A	FAM	NTC	118	457	NTC
Run A	FAM	NTC	119	458	NTC
Run A	FAM	NTC	120	458	NTC
Run A	FAM	NTC	121	459	NTC
Run A	FAM	NTC	122	459	NTC
Run A	FAM	NTC	123	460	NTC
Run A	FAM	NTC	124	460	NTC
Run A	FAM	NTC	125	461	NTC
Run A	FAM	NTC	126	461	NTC
Run A	FAM	NTC	127	461	NTC
Run A	FAM	NTC	128	462	NTC
Run A	FAM	NTC	129	462	NTC
Run A	FAM	NTC	130	463	NTC
Run A	FAM	NTC	131	463	NTC
Run A	FAM	NTC	132	464	NTC
Run A	FAM	NTC	133	464	NTC
Run A	FAM	NTC	134	465	NTC
Run A	FAM	NTC	135	465	NTC
Run A	FAM	NTC	136	466	NTC
Run A	FAM	NTC	137	466	NTC
Run A	FAM	NTC	138	467	NTC
Run A	FAM	NTC	139	467	NTC
Run A	FAM	NTC	140	468	NTC
Run A	FAM	NTC	141	468	NTC
Run A	FAM	NTC	142	469	NTC
Run A	FAM	NTC	143	469	NTC
Run A	FAM	NTC	144	470	NTC
Run A	FAM	NTC	145	470	NTC
Run A	FAM	NTC	146	471	NTC
Run A	FAM	NTC	147	471	NTC
Run A	FAM	NTC	148	472	NTC
Run A	FAM	NTC	149	472	NTC
Run A	FAM	NTC	150	473	NTC
Run A	HEX	NTC	1	599	NTC
Run A	HEX	NTC	2	597	NTC
Run A	HEX	NTC	3	596	NTC
Run A	HEX	NTC	4	595	NTC
Run A	HEX	NTC	5	595	NTC
Run A	HEX	NTC	6	595	NTC
Run A	HEX	NTC	7	595	NTC
Run A	HEX	NTC	8	595	NTC
Run A	HEX	NTC	9	595	NTC
Run A	HEX	NTC	10	594	NTC
Run A	HEX	NTC	11	595	NTC
Run A	HEX	NTC	12	595	NTC
Run A	HEX	NTC	13	595	NTC
Run A	HEX	NTC	14	596	NTC
Run A	HEX	NTC	15	596	NTC
Run A	HEX	NTC	16	596	NTC
Run A	HEX	NTC	17	597	NTC
Run A	HEX	NTC	18	597	NTC
Run A	HEX	NTC	19	597	NTC
Run A	HEX	NTC	20	598	NTC
Run A	HEX	NTC	21	598	NTC
Run A	HEX	NTC	22	598	NTC
Run A	HEX	NTC	23	599	NTC
Run A	HEX	NTC	24	599	NTC
Run A	HEX	NTC	25	599	NTC
Run A	HEX	NTC	26	599	NTC
Run A	HEX	NTC	27	600	NTC
Run A	HEX	NTC	28	600	NTC
Run A	HEX	NTC	29	601	NTC
Run A	HEX	NTC	30	601	NTC
Run A	HEX	NTC	31	601	NTC
Run A	HEX	NTC	32	602	NTC
Run A	HEX	NTC	33	602	NTC
Run A	HEX	NTC	34	602	NTC
Run A	HEX	NTC	35	603	NTC
Run A	HEX	NTC	36	603	NTC
Run A	HEX	NTC	37	604	NTC
Run A	HEX	NTC	38	604	NTC
Run A	HEX	NTC	39	604	NTC
Run A	HEX	NTC	40	606	NTC
Run A	HEX	NTC	41	605	NTC
Run A	HEX	NTC	42	606	NTC
Run A	HEX	NTC	43	607	NTC
Run A	HEX	NTC	44	607	NTC
Run A	HEX	NTC	45	608	NTC
Run A	HEX	NTC	46	607	NTC
Run A	HEX	NTC	47	608	NTC
Run A	HEX	NTC	48	608	NTC
Run A	HEX	NTC	49	610	NTC
Run A	HEX	NTC	50	609	NTC
Run A	HEX	NTC	51	610	NTC
Run A	HEX	NTC	52	610	NTC
Run A	HEX	NTC	53	611	NTC
Run A	HEX	NTC	54	612	NTC
Run A	HEX	NTC	55	611	NTC
Run A	HEX	NTC	56	613	NTC
Run A	HEX	NTC	57	613	NTC
Run A	HEX	NTC	58	613	NTC
Run A	HEX	NTC	59	613	NTC
Run A	HEX	NTC	60	615	NTC
Run A	HEX	NTC	61	614	NTC
Run A	HEX	NTC	62	616	NTC
Run A	HEX	NTC	63	615	NTC
Run A	HEX	NTC	64	617	NTC
Run A	HEX	NTC	65	617	NTC
Run A	HEX	NTC	66	617	NTC
Run A	HEX	NTC	67	618	NTC
Run A	HEX	NTC	68	619	NTC
Run A	HEX	NTC	69	618	NTC
Run A	HEX	NTC	70	620	NTC
Run A	HEX	NTC	71	620	NTC
Run A	HEX	NTC	72	621	NTC
Run A	HEX	NTC	73	621	NTC
Run A	HEX	NTC	74	621	NTC
Run A	HEX	NTC	75	622	NTC
Run A	HEX	NTC	76	623	NTC
Run A	HEX	NTC	77	623	NTC
Run A	HEX	NTC	78	624	NTC
Run A	HEX	NTC	79	624	NTC
Run A	HEX	NTC	80	624	NTC
Run A	HEX	NTC	81	625	NTC
Run A	HEX	NTC	82	625	NTC
Run A	HEX	NTC	83	627	NTC
Run A	HEX	NTC	84	627	NTC
Run A	HEX	NTC	85	628	NTC
Run A	HEX	NTC	86	628	NTC
Run A	HEX	NTC	87	629	NTC
Run A	HEX	NTC	88	629	NTC
Run A	HEX	NTC	89	629	NTC
Run A	HEX	NTC	90	630	NTC
Run A	HEX	NTC	91	631	NTC
Run A	HEX	NTC	92	631	NTC
Run A	HEX	NTC	93	632	NTC
Run A	HEX	NTC	94	633	NTC
Run A	HEX	NTC	95	633	NTC
Run A	HEX	NTC	96	634	NTC
Run A	HEX	NTC	97	634	NTC
Run A	HEX	NTC	98	635	NTC
Run A	HEX	NTC	99	636	NTC
Run A	HEX	NTC	100	636	NTC
Run A	HEX	NTC	101	637	NTC
Run A	HEX	NTC	102	637	NTC
Run A	HEX	NTC	103	638	NTC
Run A	HEX	NTC	104	638	NTC
Run A	HEX	NTC	105	639	NTC
Run A	HEX	NTC	106	639	NTC
Run A	HEX	NTC	107	640	NTC
Run A	HEX	NTC	108	641	NTC
Run A	HEX	NTC	109	641	NTC
Run A	HEX	NTC	110	642	NTC
Run A	HEX	NTC	111	643	NTC
Run A	HEX	NTC	112	643	NTC
Run A	HEX	NTC	113	644	NTC
Run A	HEX	NTC	114	644	NTC
Run A	HEX	NTC	115	645	NTC
Run A	HEX	NTC	116	645	NTC
Run A	HEX	NTC	117	646	NTC
Run A	HEX	NTC	118	647	NTC
Run A	HEX	NTC	119	647	NTC
Run A	HEX	NTC	120	648	NTC
Run A	HEX	NTC	121	648	NTC
Run A	HEX	NTC	122	649	NTC
Run A	HEX	NTC	123	650	NTC
Run A	HEX	NTC	124	650	NTC
Run A	HEX	NTC	125	651	NTC
Run A	HEX	NTC	126	652	NTC
Run A	HEX	NTC	127	652	NTC
Run A	HEX	NTC	128	653	NTC
Run A	HEX	NTC	129	653	NTC
Run A	HEX	NTC	130	654	NTC
Run A	HEX	NTC	131	655	NTC
Run A	HEX	NTC	132	655	NTC
Run A	HEX	NTC	133	656	NTC
Run A	HEX	NTC	134	657	NTC
Run A	HEX	NTC	135	657	NTC
Run A	HEX	NTC	136	658	NTC
Run A	HEX	NTC	137	658	NTC
Run A	HEX	NTC	138	659	NTC
Run A	HEX	NTC	139	660	NTC
Run A	HEX	NTC	140	660	NTC
Run A	HEX	NTC	141	660	NTC
Run A	HEX	NTC	142	661	NTC
Run A	HEX	NTC	143	662	NTC
Run A	HEX	NTC	144	663	NTC
Run A	HEX	NTC	145	663	NTC
Run A	HEX	NTC	146	664	NTC
Run A	HEX	NTC	147	664	NTC
Run A	HEX	NTC	148	665	NTC
Run A	HEX	NTC	149	666	NTC
Run A	HEX	NTC	150	666	NTC
Run B	FAM	S7	1	381	S7
Run B	FAM	S7	2	389	S7
Run B	FAM	S7	3	428	S7
Run B	FAM	S7	4	495	S7
Run B	FAM	S7	5	587	S7
Run B	FAM	S7	6	700	S7
Run B	FAM	S7	7	829	S7
Run B	FAM	S7	8	968	S7
Run B	FAM	S7	9	1115	S7
Run B	FAM	S7	10	1266	S7
Run B	FAM	S7	11	1420	S7
Run B	FAM	S7	12	1575	S7
Run B	FAM	S7	13	1731	S7
Run B	FAM	S7	14	1886	S7
Run B	FAM	S7	15	2041	S7
Run B	FAM	S7	16	2194	S7
Run B	FAM	S7	17	2346	S7
Run B	FAM	S7	18	2495	S7
Run B	FAM	S7	19	2643	S7
Run B	FAM	S7	20	2788	S7
Run B	FAM	S7	21	2931	S7
Run B	FAM	S7	22	3070	S7
Run B	FAM	S7	23	3207	S7
Run B	FAM	S7	24	3338	S7
Run B	FAM	S7	25	3466	S7
Run B	FAM	S7	26	3588	S7
Run B	FAM	S7	27	3706	S7
Run B	FAM	S7	28	3823	S7
Run B	FAM	S7	29	3937	S7
Run B	FAM	S7	30	4051	S7
Run B	FAM	S7	31	4164	S7
Run B	FAM	S7	32	4277	S7
Run B	FAM	S7	33	4388	S7
Run B	FAM	S7	34	4496	S7
Run B	FAM	S7	35	4603	S7
Run B	FAM	S7	36	4707	S7
Run B	FAM	S7	37	4809	S7
Run B	FAM	S7	38	4886	S7
Run B	FAM	S7	39	4886	S7
Run B	FAM	S7	40	4886	S7
Run B	FAM	S7	41	4886	S7
Run B	FAM	S7	42	4886	S7
Run B	FAM	S7	43	4886	S7
Run B	FAM	S7	44	4887	S7
Run B	FAM	S7	45	4886	S7
Run B	FAM	S7	46	4886	S7
Run B	FAM	S7	47	4886	S7
Run B	FAM	S7	48	4886	S7
Run B	FAM	S7	49	4887	S7
Run B	FAM	S7	50	4887	S7
Run B	FAM	S7	51	4886	S7
Run B	FAM	S7	52	4886	S7
Run B	FAM	S7	53	4887	S7
Run B	FAM	S7	54	4887	S7
Run B	FAM	S7	55	4886	S7
Run B	FAM	S7	56	4887	S7
Run B	FAM	S7	57	4887	S7
Run B	FAM	S7	58	4887	S7
Run B	FAM	S7	59	4886	S7
Run B	FAM	S7	60	4887	S7
Run B	FAM	S7	61	4887	S7
Run B	FAM	S7	62	4886	S7
Run B	FAM	S7	63	4886	S7
Run B	FAM	S7	64	4886	S7
Run B	FAM	S7	65	4887	S7
Run B	FAM	S7	66	4886	S7
Run B	FAM	S7	67	4886	S7
Run B	FAM	S7	68	4887	S7
Run B	FAM	S7	69	4886	S7
Run B	FAM	S7	70	4887	S7
Run B	FAM	S7	71	4887	S7
Run B	FAM	S7	72	4887	S7
Run B	FAM	S7	73	4887	S7
Run B	FAM	S7	74	4886	S7
Run B	FAM	S7	75	4886	S7
Run B	FAM	S7	76	4887	S7
Run B	FAM	S7	77	4887	S7
Run B	FAM	S7	78	4887	S7
Run B	FAM	S7	79	4887	S7
Run B	FAM	S7	80	4887	S7
Run B	FAM	S7	81	4887	S7
Run B	FAM	S7	82	4887	S7
Run B	FAM	S7	83	4887	S7
Run B	FAM	S7	84	4887	S7
Run B	FAM	S7	85	4887	S7
Run B	FAM	S7	86	4887	S7
Run B	FAM	S7	87	4887	S7
Run B	FAM	S7	88	4887	S7
Run B	FAM	S7	89	4887	S7
Run B	FAM	S7	90	4887	S7
Run B	FAM	S7	91	4887	S7
Run B	FAM	S7	92	4887	S7
Run B	FAM	S7	93	4887	S7
Run B	FAM	S7	94	4887	S7
Run B	FAM	S7	95	4887	S7
Run B	FAM	S7	96	4887	S7
Run B	FAM	S7	97	4887	S7
Run B	FAM	S7	98	4887	S7
Run B	FAM	S7	99	4887	S7
Run B	FAM	S7	100	4887	S7
Run B	FAM	S7	101	4887	S7
Run B	FAM	S7	102	4887	S7
Run B	FAM	S7	103	4887	S7
Run B	FAM	S7	104	4887	S7
Run B	FAM	S7	105	4887	S7
Run B	FAM	S7	106	4886	S7
Run B	FAM	S7	107	4887	S7
Run B	FAM	S7	108	4887	S7
Run B	FAM	S7	109	4887	S7
Run B	FAM	S7	110	4887	S7
Run B	FAM	S7	111	4887	S7
Run B	FAM	S7	112	4887	S7
Run B	FAM	S7	113	4887	S7
Run B	FAM	S7	114	4887	S7
Run B	FAM	S7	115	4887	S7
